,model,displ,cyl,trans,drive,fuel,veh_class,air_pollution_score,city_mpg,hwy_mpg,cmb_mpg,greenhouse_gas_score,smartway
771,VOLVO S60 Polestar,2.0,4,SemiAuto-8,4WD,Gasoline,small car,1,20,27,22,4,No
772,VOLVO S90,2.0,4,SemiAuto-8,2WD,Gasoline,midsize car,3,24,34,27,6,No
773,VOLVO S90,2.0,4,SemiAuto-8,4WD,Gasoline,midsize car,3,22,31,25,5,No
774,VOLVO S90,2.0,4,SemiAuto-8,4WD,Gasoline,midsize car,3,23,32,26,5,No
775,VOLVO S90,2.0,4,SemiAuto-8,4WD,Gasoline,midsize car,5,23,32,26,5,No
776,VOLVO S90,2.0,4,SemiAuto-8,4WD,Gasoline,midsize car,5,22,31,25,5,No
777,VOLVO S90,2.0,4,SemiAuto-8,4WD,Gasoline/Electricity,midsize car,7,26/70,33/72,29/71,10,Elite
778,VOLVO V60,2.0,4,SemiAuto-8,2WD,Gasoline,station wagon,3,25,36,29,6,No
779,VOLVO V60,2.0,4,SemiAuto-8,4WD,Gasoline,station wagon,3,22,32,26,5,No
780,VOLVO V60,2.0,4,SemiAuto-8,4WD,Gasoline,station wagon,3,22,33,26,5,No
781,VOLVO V60 CC,2.0,4,SemiAuto-8,4WD,Gasoline,station wagon,3,22,30,25,5,No
782,VOLVO V60 Polestar,2.0,4,SemiAuto-8,4WD,Gasoline,station wagon,1,20,27,22,4,No
783,VOLVO V90,2.0,4,SemiAuto-8,2WD,Gasoline,station wagon,5,24,34,27,6,No
784,VOLVO V90,2.0,4,SemiAuto-8,4WD,Gasoline,station wagon,5,22,31,25,5,No
785,VOLVO V90 CC,2.0,4,SemiAuto-8,4WD,Gasoline,station wagon,5,23,31,26,5,No
786,VOLVO V90 CC,2.0,4,SemiAuto-8,4WD,Gasoline,station wagon,5,22,29,25,5,No
787,VOLVO XC 60,2.0,4,SemiAuto-8,4WD,Gasoline,small SUV,5,22,28,24,5,No
788,VOLVO XC 60,2.0,4,SemiAuto-8,4WD,Gasoline,small SUV,5,21,27,23,5,No
789,VOLVO XC 60,2.0,4,SemiAuto-8,4WD,Gasoline/Electricity,small SUV,7,26/60,28/58,26/59,10,Elite
790,VOLVO XC 90,2.0,4,SemiAuto-8,2WD,Gasoline,standard SUV,5,22,29,25,5,No
791,VOLVO XC 90,2.0,4,SemiAuto-8,4WD,Gasoline,standard SUV,5,22,28,24,5,No
792,VOLVO XC 90,2.0,4,SemiAuto-8,4WD,Gasoline,standard SUV,5,20,27,23,5,No
793,VOLVO XC 90,2.0,4,SemiAuto-8,4WD,Gasoline/Electricity,standard SUV,7,26/63,30/61,27/62,10,Elite
