,model,displ,cyl,trans,drive,fuel,veh_class,air_pollution_score,city_mpg,hwy_mpg,cmb_mpg,greenhouse_gas_score,smartway
261,FERRARI 488 gtb,3.9,8,AutoMan-7,2WD,Gasoline,small car,3,15,22,18,3,No
262,FERRARI 488 gtb,3.9,8,AutoMan-7,2WD,Gasoline,small car,3,16,22,18,3,No
263,FERRARI 812 Superfast,6.5,12,AutoMan-7,2WD,Gasoline,small car,3,12,16,13,1,No
264,FERRARI California T,3.9,8,AutoMan-7,2WD,Gasoline,small car,3,16,23,18,3,No
265,FERRARI California T,3.9,8,AutoMan-7,2WD,Gasoline,small car,3,16,23,19,3,No
266,FERRARI GTC4Lusso,6.3,12,AutoMan-7,4WD,Gasoline,small car,3,12,17,13,1,No
267,FERRARI GTC4Lusso T,3.9,8,AutoMan-7,2WD,Gasoline,small car,3,15,21,17,3,No
268,FIAT 500L,1.4,4,Auto-6,2WD,Gasoline,station wagon,3,22,30,25,5,No
269,FORD F150,2.7,6,SemiAuto-10,2WD,Gasoline,pickup,5,19,25,21,4,No
270,FORD F150,2.7,6,SemiAuto-10,2WD,Gasoline,pickup,5,20,25,22,4,No
271,FORD F150,2.7,6,SemiAuto-10,2WD,Gasoline,pickup,5,20,26,22,4,No
272,FORD F150,2.7,6,SemiAuto-10,4WD,Gasoline,pickup,5,18,23,20,4,No
273,FORD F150,2.7,6,SemiAuto-10,4WD,Gasoline,pickup,5,18,24,21,4,No
274,FORD F150,2.7,6,SemiAuto-10,4WD,Gasoline,pickup,5,19,24,21,4,No
275,FORD F150,3.3,6,SemiAuto-6,2WD,Gasoline,pickup,5,19,24,21,4,No
276,FORD F150,3.3,6,SemiAuto-6,2WD,Gasoline,pickup,5,19,25,22,4,No
277,FORD F150,3.3,6,SemiAuto-6,4WD,Gasoline,pickup,5,17,22,19,3,No
278,FORD F150,3.3,6,SemiAuto-6,4WD,Gasoline,pickup,5,18,23,20,4,No
279,FORD F150,3.5,6,SemiAuto-10,2WD,Gasoline,pickup,5,17,21,19,3,No
280,FORD F150,3.5,6,SemiAuto-10,2WD,Gasoline,pickup,5,17,22,19,3,No
281,FORD F150,3.5,6,SemiAuto-10,2WD,Gasoline,pickup,5,18,25,21,4,No
282,FORD F150,3.5,6,SemiAuto-10,4WD,Gasoline,pickup,5,16,21,18,3,No
283,FORD F150,3.5,6,SemiAuto-10,4WD,Gasoline,pickup,5,16,22,19,3,No
284,FORD F150,3.5,6,SemiAuto-10,4WD,Gasoline,pickup,5,17,23,19,3,No
285,FORD F150,5.0,8,SemiAuto-10,2WD,Gasoline,pickup,3,16,20,17,3,No
286,FORD F150,5.0,8,SemiAuto-10,2WD,Gasoline,pickup,3,16,21,18,3,No
287,FORD F150,5.0,8,SemiAuto-10,2WD,Gasoline,pickup,3,17,23,19,3,No
288,FORD F150,5.0,8,SemiAuto-10,4WD,Gasoline,pickup,3,15,19,17,3,No
289,FORD F150,5.0,8,SemiAuto-10,4WD,Gasoline,pickup,3,16,20,17,3,No
290,FORD F150,5.0,8,SemiAuto-10,4WD,Gasoline,pickup,3,16,22,18,3,No
291,FORD F150 Raptor,3.5,6,SemiAuto-10,4WD,Gasoline,pickup,3,15,18,16,2,No
292,FORD Flex,3.5,6,SemiAuto-6,2WD,Gasoline,standard SUV,3,16,23,19,3,No
293,FORD Flex,3.5,6,SemiAuto-6,4WD,Gasoline,standard SUV,3,15,21,17,3,No
294,FORD Flex,3.5,6,SemiAuto-6,4WD,Gasoline,standard SUV,3,16,22,18,3,No
295,FORD Fusion,1.5,4,SemiAuto-6,2WD,Gasoline,midsize car,7,23,34,27,6,No
296,FORD Fusion,2.0,4,SemiAuto-6,2WD,Gasoline,midsize car,5,21,31,25,5,No
297,FORD Fusion,2.0,4,SemiAuto-6,4WD,Gasoline,midsize car,5,20,29,23,5,No
298,FORD Fusion,2.5,4,Auto-6,2WD,Gasoline,midsize car,5,21,32,25,5,No
299,FORD Fusion,2.7,6,SemiAuto-6,4WD,Gasoline,midsize car,5,17,26,20,4,No
300,FORD Fusion Energi Plug-in Hybrid,2.0,4,CVT,2WD,Gasoline/Electricity,midsize car,7,43/102,41/91,42/97,10,Elite
301,FORD Fusion Hybrid,2.0,4,CVT,2WD,Gasoline,midsize car,7,43,41,42,9,Yes
302,FORD Transit Connect,2.5,4,SemiAuto-6,2WD,Gasoline,special purpose,3,19,27,22,4,No
303,FORD Transit Connect,2.5,4,SemiAuto-6,2WD,Gasoline,special purpose,3,20,27,23,5,No
304,GENESIS G80,3.3,6,SemiAuto-8,2WD,Gasoline,large car,3,17,25,20,4,No
305,GENESIS G80,3.3,6,SemiAuto-8,4WD,Gasoline,large car,3,17,24,20,4,No
306,GENESIS G80,3.8,6,SemiAuto-8,2WD,Gasoline,large car,5,19,27,22,4,No
307,GENESIS G80,3.8,6,SemiAuto-8,4WD,Gasoline,large car,5,18,25,20,4,No
308,GENESIS G80,5.0,8,SemiAuto-8,2WD,Gasoline,large car,5,16,24,19,3,No
309,GENESIS G80,5.0,8,SemiAuto-8,4WD,Gasoline,large car,5,15,23,18,3,No
310,GENESIS G90,3.3,6,SemiAuto-8,2WD,Gasoline,large car,3,17,24,20,4,No
311,GENESIS G90,3.3,6,SemiAuto-8,4WD,Gasoline,large car,3,17,24,20,4,No
312,GENESIS G90,5.0,8,SemiAuto-8,2WD,Gasoline,large car,5,16,24,19,3,No
313,GENESIS G90,5.0,8,SemiAuto-8,4WD,Gasoline,large car,5,15,23,18,3,No
314,GMC Acadia,2.5,4,Auto-6,2WD,Gasoline,standard SUV,3,21,26,23,5,No
315,GMC Acadia,2.5,4,Auto-6,4WD,Gasoline,standard SUV,3,21,25,23,5,No
316,GMC Acadia,3.6,6,Auto-6,2WD,Gasoline,standard SUV,5,18,25,21,4,No
317,GMC Acadia,3.6,6,Auto-6,4WD,Gasoline,standard SUV,5,17,25,20,4,No
318,GMC Canyon,2.5,4,Auto-6,2WD,Gasoline,pickup,5,20,26,22,4,No
319,GMC Canyon,2.5,4,Auto-6,4WD,Gasoline,pickup,5,19,24,21,4,No
320,GMC Canyon,2.5,4,Man-6,2WD,Gasoline,pickup,5,20,26,22,4,No
321,GMC Canyon,2.8,4,Auto-6,2WD,Diesel,pickup,3,22,30,25,4,No
322,GMC Canyon,2.8,4,Auto-6,4WD,Diesel,pickup,3,20,28,23,4,No
323,GMC Canyon,3.6,6,Auto-8,2WD,Gasoline,pickup,5,18,25,20,4,No
324,GMC Canyon,3.6,6,Auto-8,2WD,Gasoline,special purpose,5,15,15,15,2,No
325,GMC Canyon,3.6,6,Auto-8,4WD,Gasoline,pickup,5,17,24,19,3,No
326,GMC Sierra 15,4.3,6,Auto-6,2WD,Ethanol/Gas,pickup,5,12/18,16/24,14/20,4,No
327,GMC Sierra 15,4.3,6,Auto-6,4WD,Ethanol/Gas,pickup,5,12/17,15/22,13/19,3,No
328,GMC Sierra 15,5.3,8,Auto-6,2WD,Ethanol/Gas,pickup,3,12/16,17/23,14/19,3,No
329,GMC Sierra 15,5.3,8,Auto-6,2WD,Gasoline,pickup,3,16,23,19,3,No
330,GMC Sierra 15,5.3,8,Auto-6,2WD,Gasoline,special purpose,3,15,20,17,3,No
331,GMC Sierra 15,5.3,8,Auto-6,4WD,Gasoline,pickup,3,16,22,18,3,No
332,GMC Sierra 15,5.3,8,Auto-6,4WD,Gasoline,special purpose,3,15,19,17,3,No
333,GMC Sierra 15,5.3,8,Auto-8,2WD,Gasoline,pickup,3,18,24,20,4,No
334,GMC Sierra 15,5.3,8,Auto-8,2WD,Gasoline,pickup,3,16,22,18,3,No
335,GMC Sierra 15,5.3,8,Auto-8,4WD,Gasoline,pickup,3,16,21,18,3,No
336,GMC Sierra 15,5.3,8,Auto-8,4WD,Gasoline,pickup,3,15,20,17,3,No
337,GMC Sierra 15,6.2,8,Auto-8,2WD,Gasoline,pickup,3,15,21,17,3,No
338,GMC Sierra 15,6.2,8,Auto-8,4WD,Gasoline,pickup,3,15,20,17,3,No
339,GMC Terrain,1.5,4,Auto-9,2WD,Gasoline,small SUV,5,26,30,28,6,No
340,GMC Terrain,1.5,4,Auto-9,4WD,Gasoline,small SUV,5,24,28,26,5,No
341,GMC Terrain,1.6,4,Auto-6,2WD,Diesel,small SUV,3,28,39,32,6,No
342,GMC Terrain,1.6,4,Auto-6,4WD,Diesel,small SUV,3,28,38,32,6,No
343,GMC Terrain,2.0,4,Auto-9,2WD,Gasoline,small SUV,5,22,28,24,5,No
344,GMC Terrain,2.0,4,Auto-9,4WD,Gasoline,small SUV,5,21,26,23,5,No
345,GMC Yukon 1500,5.3,8,Auto-6,2WD,Ethanol/Gas,standard SUV,3,12/16,17/23,14/19,3,No
346,GMC Yukon 1500,5.3,8,Auto-6,2WD,Gasoline,standard SUV,3,16,23,19,3,No
347,GMC Yukon 1500,5.3,8,Auto-6,4WD,Ethanol/Gas,standard SUV,3,11/16,16/22,13/18,3,No
348,GMC Yukon 1500,5.3,8,Auto-6,4WD,Gasoline,standard SUV,3,16,22,18,3,No
349,GMC Yukon 1500,6.2,8,Auto-10,2WD,Gasoline,standard SUV,3,14,23,17,3,No
350,GMC Yukon 1500,6.2,8,Auto-10,4WD,Gasoline,standard SUV,3,14,22,17,3,No
351,GMC Yukon 1500 XL,5.3,8,Auto-6,2WD,Ethanol/Gas,standard SUV,3,12/16,17/23,14/19,3,No
352,GMC Yukon 1500 XL,5.3,8,Auto-6,2WD,Gasoline,standard SUV,3,16,23,19,3,No
353,GMC Yukon 1500 XL,6.2,8,Auto-10,2WD,Gasoline,standard SUV,3,14,23,17,3,No
354,GMC Yukon XL 1500,5.3,8,Auto-6,4WD,Ethanol/Gas,standard SUV,3,11/16,15/22,12/18,3,No
355,GMC Yukon XL 1500,5.3,8,Auto-6,4WD,Gasoline,standard SUV,3,15,22,18,3,No
356,GMC Yukon XL 1500,6.2,8,Auto-10,4WD,Gasoline,standard SUV,3,14,21,16,2,No
357,HONDA Civic 5Dr,1.5,4,CVT,2WD,Gasoline,large car,7,31,40,34,8,Yes
358,HONDA Civic 5Dr,1.5,4,CVT,2WD,Gasoline,large car,3,31,40,34,8,Yes
359,HONDA Civic 5Dr,1.5,4,Man-6,2WD,Gasoline,large car,3,29,38,33,8,Yes
360,HONDA Civic 5Dr,1.5,4,SCV-7,2WD,Gasoline,large car,7,30,36,32,7,Yes
361,HONDA Civic 5Dr,1.5,4,SCV-7,2WD,Gasoline,large car,3,30,36,32,7,Yes
362,HONDA Fit,1.5,4,CVT,2WD,Gasoline,station wagon,7,33,40,36,8,Yes
363,HONDA Fit,1.5,4,Man-6,2WD,Gasoline,station wagon,3,29,36,31,7,Yes
364,HONDA Fit,1.5,4,SCV-7,2WD,Gasoline,station wagon,7,31,36,33,8,Yes
365,HONDA HR-V,1.8,4,CVT,2WD,Gasoline,station wagon,3,28,34,31,7,Yes
366,HONDA HR-V,1.8,4,CVT,4WD,Gasoline,station wagon,3,27,31,29,6,No
367,HONDA HR-V,1.8,4,Man-6,2WD,Gasoline,station wagon,3,25,33,28,6,No
368,HONDA HR-V,1.8,4,SCV-7,2WD,Gasoline,station wagon,3,28,34,31,7,Yes
369,HONDA HR-V,1.8,4,SCV-7,4WD,Gasoline,station wagon,3,27,31,29,6,No
370,HONDA Ridgeline,3.5,6,Auto-6,2WD,Gasoline,pickup,3,19,26,22,4,No
371,HONDA Ridgeline,3.5,6,Auto-6,4WD,Gasoline,pickup,3,18,25,21,4,No
372,HYUNDAI Elantra,1.4,4,AutoMan-7,2WD,Gasoline,midsize car,3,32,40,35,8,Yes
373,HYUNDAI Elantra,1.6,4,AutoMan-7,2WD,Gasoline,midsize car,3,26,33,29,6,No
374,HYUNDAI Elantra,1.6,4,Man-6,2WD,Gasoline,midsize car,3,22,30,25,5,No
375,HYUNDAI Elantra,2.0,4,Man-6,2WD,Gasoline,midsize car,5,26,36,29,6,No
376,HYUNDAI Elantra,2.0,4,SemiAuto-6,2WD,Gasoline,midsize car,7,28,37,32,7,Yes
377,HYUNDAI Elantra,2.0,4,SemiAuto-6,2WD,Gasoline,midsize car,5,28,37,32,7,Yes
378,HYUNDAI Elantra GT,1.6,4,AutoMan-7,2WD,Gasoline,large car,3,26,32,28,6,No
379,HYUNDAI Elantra GT,1.6,4,Man-6,2WD,Gasoline,large car,3,22,29,25,5,No
380,HYUNDAI Elantra GT,2.0,4,Man-6,2WD,Gasoline,large car,3,23,31,26,5,No
381,HYUNDAI Elantra GT,2.0,4,SemiAuto-6,2WD,Gasoline,large car,3,24,32,27,6,No
382,HYUNDAI Elantra SE,2.0,4,SemiAuto-6,2WD,Gasoline,midsize car,7,29,38,33,8,Yes
383,HYUNDAI Elantra SE,2.0,4,SemiAuto-6,2WD,Gasoline,midsize car,5,29,38,33,8,Yes
384,HYUNDAI Santa Fe,3.3,6,SemiAuto-6,2WD,Gasoline,small SUV,3,18,25,21,4,No
385,HYUNDAI Santa Fe,3.3,6,SemiAuto-6,4WD,Gasoline,small SUV,3,18,24,20,4,No
386,HYUNDAI Santa Fe Sport,2.0,4,SemiAuto-6,2WD,Gasoline,small SUV,3,20,28,23,5,No
387,HYUNDAI Santa Fe Sport,2.0,4,SemiAuto-6,4WD,Gasoline,small SUV,3,19,26,22,4,No
388,HYUNDAI Santa Fe Sport,2.4,4,SemiAuto-6,2WD,Gasoline,small SUV,5,21,27,24,5,No
389,HYUNDAI Santa Fe Sport,2.4,4,SemiAuto-6,4WD,Gasoline,small SUV,5,20,26,22,4,No
390,HYUNDAI Santa Fe Sport Ultimate,2.0,4,SemiAuto-6,2WD,Gasoline,small SUV,3,20,27,23,5,No
391,HYUNDAI Santa Fe Sport Ultimate,2.0,4,SemiAuto-6,4WD,Gasoline,small SUV,3,19,24,21,4,No
392,HYUNDAI Santa Fe Ultimate,3.3,6,SemiAuto-6,2WD,Gasoline,small SUV,3,17,23,20,4,No
393,HYUNDAI Santa Fe Ultimate,3.3,6,SemiAuto-6,4WD,Gasoline,small SUV,3,17,22,19,3,No
394,HYUNDAI Sonata,1.6,4,AutoMan-7,2WD,Gasoline,large car,5,28,37,31,7,Yes
395,HYUNDAI Sonata,2.0,4,SemiAuto-8,2WD,Gasoline,large car,5,23,32,26,5,No
396,HYUNDAI Sonata,2.4,4,SemiAuto-6,2WD,Gasoline,large car,7,25,35,28,6,No
397,HYUNDAI Sonata,2.4,4,SemiAuto-6,2WD,Gasoline,large car,5,25,35,28,6,No
398,HYUNDAI Sonata SE,2.4,4,SemiAuto-6,2WD,Gasoline,large car,7,25,36,29,6,No
399,HYUNDAI Sonata SE,2.4,4,SemiAuto-6,2WD,Gasoline,large car,5,25,36,29,6,No
400,INFINITI Q50,2.0,4,SemiAuto-7,2WD,Gasoline,midsize car,3,23,30,25,5,No
401,INFINITI Q50,2.0,4,SemiAuto-7,4WD,Gasoline,midsize car,3,22,28,24,5,No
402,INFINITI Q50,3.0,6,SemiAuto-7,2WD,Gasoline,midsize car,3,20,29,23,5,No
403,INFINITI Q50,3.0,6,SemiAuto-7,4WD,Gasoline,midsize car,3,19,27,22,4,No
404,INFINITI Q50 Hybrid,3.5,6,SemiAuto-7,2WD,Gasoline,small car,3,27,32,29,6,No
405,INFINITI Q50 Hybrid,3.5,6,SemiAuto-7,4WD,Gasoline,small car,3,26,30,28,6,No
406,INFINITI Q50 Red Sport,3.0,6,SemiAuto-7,2WD,Gasoline,midsize car,3,20,26,22,4,No
407,INFINITI Q50 Red Sport,3.0,6,SemiAuto-7,4WD,Gasoline,midsize car,3,19,26,22,4,No
408,INFINITI Q70,3.7,6,SemiAuto-7,2WD,Gasoline,midsize car,3,18,25,21,4,No
409,INFINITI Q70,3.7,6,SemiAuto-7,4WD,Gasoline,midsize car,3,18,24,20,4,No
410,INFINITI Q70,5.6,8,SemiAuto-7,2WD,Gasoline,midsize car,3,16,24,19,3,No
411,INFINITI Q70,5.6,8,SemiAuto-7,4WD,Gasoline,midsize car,3,16,23,18,3,No
412,INFINITI Q70 Hybrid,3.5,6,SemiAuto-7,2WD,Gasoline,midsize car,3,28,33,30,7,Yes
413,INFINITI QX30,2.0,4,AutoMan-7,2WD,Gasoline,small car,3,24,33,27,6,No
414,INFINITI QX30,2.0,4,AutoMan-7,4WD,Gasoline,small car,3,21,30,25,5,No
415,JAGUAR F-Pace,2.0,4,SemiAuto-8,4WD,Diesel,small SUV,1,26,33,29,5,No
416,JAGUAR F-Pace,2.0,4,SemiAuto-8,4WD,Gasoline,small SUV,7,22,27,24,5,No
417,JAGUAR F-Pace,3.0,6,SemiAuto-8,4WD,Gasoline,small SUV,7,18,23,20,4,No
418,JAGUAR F-Type Convertible,3.0,6,Man-6,2WD,Gasoline,small car,7,16,24,19,3,No
419,JAGUAR F-Type Convertible,3.0,6,SemiAuto-8,2WD,Gasoline,small car,7,20,28,23,5,No
420,JAGUAR F-Type Coupe,3.0,6,Man-6,2WD,Gasoline,small car,7,16,24,19,3,No
421,JAGUAR F-Type Coupe,3.0,6,SemiAuto-8,2WD,Gasoline,small car,7,20,28,23,5,No
422,JAGUAR F-Type R Convertible,5.0,8,SemiAuto-8,4WD,Gasoline,small car,3,15,23,18,3,No
423,JAGUAR F-Type R Coupe,5.0,8,SemiAuto-8,4WD,Gasoline,small car,3,15,23,18,3,No
424,JAGUAR F-Type S Convertible,3.0,6,Man-6,2WD,Gasoline,small car,7,15,24,18,3,No
425,JAGUAR F-Type S Convertible,3.0,6,SemiAuto-8,2WD,Gasoline,small car,7,19,27,22,4,No
426,JAGUAR F-Type S Convertible,3.0,6,SemiAuto-8,4WD,Gasoline,small car,7,18,26,21,4,No
427,JAGUAR F-Type S Coupe,3.0,6,Man-6,2WD,Gasoline,small car,7,15,24,18,3,No
428,JAGUAR F-Type S Coupe,3.0,6,SemiAuto-8,2WD,Gasoline,small car,7,19,27,22,4,No
429,JAGUAR F-Type S Coupe,3.0,6,SemiAuto-8,4WD,Gasoline,small car,7,18,26,21,4,No
430,JAGUAR XE,2.0,4,SemiAuto-8,2WD,Diesel,small car,1,32,42,36,7,No
431,JAGUAR XE,2.0,4,SemiAuto-8,2WD,Gasoline,small car,7,25,34,28,6,No
432,JAGUAR XE,2.0,4,SemiAuto-8,4WD,Diesel,small car,1,30,40,34,7,No
433,JAGUAR XE,2.0,4,SemiAuto-8,4WD,Gasoline,small car,7,24,34,28,6,No
434,JAGUAR XE,3.0,6,SemiAuto-8,2WD,Gasoline,small car,7,21,30,24,5,No
435,JAGUAR XE,3.0,6,SemiAuto-8,4WD,Gasoline,small car,7,20,29,23,5,No
436,JAGUAR XF,2.0,4,SemiAuto-8,2WD,Diesel,midsize car,1,31,42,35,7,No
437,JAGUAR XF,2.0,4,SemiAuto-8,2WD,Gasoline,midsize car,7,25,34,28,6,No
438,JAGUAR XF,2.0,4,SemiAuto-8,4WD,Diesel,midsize car,1,30,40,34,7,No
439,JAGUAR XF,2.0,4,SemiAuto-8,4WD,Gasoline,midsize car,7,23,33,27,6,No
440,JAGUAR XF,3.0,6,SemiAuto-8,2WD,Gasoline,midsize car,7,20,29,23,5,No
441,JAGUAR XF,3.0,6,SemiAuto-8,4WD,Gasoline,midsize car,7,20,28,23,5,No
442,JEEP Cherokee,2.4,4,Auto-9,2WD,Ethanol/Gas,small SUV,3,15/21,22/30,18/25,5,No
443,JEEP Cherokee,2.4,4,Auto-9,2WD,Gasoline,small SUV,7,21,30,25,5,No
444,JEEP Cherokee,2.4,4,Auto-9,4WD,Ethanol/Gas,small SUV,3,14/21,21/28,17/23,5,No
445,JEEP Cherokee,2.4,4,Auto-9,4WD,Gasoline,small SUV,3,21,28,23,5,No
446,JEEP Cherokee,3.2,6,Auto-9,2WD,Gasoline,small SUV,3,21,29,24,5,No
447,JEEP Cherokee,3.2,6,Auto-9,4WD,Gasoline,small SUV,3,20,27,23,5,No
448,JEEP Cherokee 4x4 Active Drive II,2.4,4,Auto-9,4WD,Gasoline,small SUV,7,21,27,23,5,No
449,JEEP Cherokee 4x4 Active Drive II,2.4,4,Auto-9,4WD,Gasoline,small SUV,1,21,27,23,5,No
450,JEEP Cherokee 4x4 Active Drive II,3.2,6,Auto-9,4WD,Gasoline,small SUV,3,18,26,21,4,No
451,JEEP Cherokee Trailhawk,2.4,4,Auto-9,4WD,Gasoline,small SUV,7,19,25,22,4,No
452,JEEP Cherokee Trailhawk,2.4,4,Auto-9,4WD,Gasoline,small SUV,1,19,25,22,4,No
453,JEEP Cherokee Trailhawk,3.2,6,Auto-9,4WD,Gasoline,small SUV,3,18,24,21,4,No
454,JEEP Compass,2.4,4,Auto-6,2WD,Gasoline,small SUV,7,22,31,25,5,No
455,JEEP Compass,2.4,4,Auto-9,4WD,Gasoline,small SUV,7,22,30,25,5,No
456,JEEP Compass,2.4,4,Man-6,2WD,Gasoline,small SUV,3,23,32,26,5,No
457,JEEP Compass,2.4,4,Man-6,4WD,Gasoline,small SUV,3,22,31,25,5,No
458,JEEP Grand Cherokee,3.6,6,Auto-8,2WD,Gasoline,standard SUV,5,19,26,21,4,No
459,JEEP Grand Cherokee,3.6,6,Auto-8,4WD,Gasoline,standard SUV,5,18,25,21,4,No
460,JEEP Grand Cherokee,5.7,8,Auto-8,4WD,Gasoline,standard SUV,3,14,22,17,3,No
461,JEEP Grand Cherokee SRT,6.4,8,Auto-8,4WD,Gasoline,standard SUV,1,13,19,15,2,No
462,KARMA Revero,2.0,4,Auto-1,2WD,Gasoline/Electricity,small car,1,20/59,21/61,20/60,10,No
463,KIA Forte,2.0,4,Man-6,2WD,Gasoline,midsize car,5,25,34,28,6,No
464,KIA Forte,2.0,4,SemiAuto-6,2WD,Gasoline,midsize car,7,29,37,32,7,Yes
465,KIA Forte,2.0,4,SemiAuto-6,2WD,Gasoline,midsize car,5,29,37,32,7,Yes
466,KIA Forte,2.0,4,SemiAuto-6,2WD,Gasoline,midsize car,7,25,33,28,6,No
467,KIA Forte,2.0,4,SemiAuto-6,2WD,Gasoline,midsize car,3,25,33,28,6,No
468,KIA Forte5,1.6,4,AutoMan-7,2WD,Gasoline,large car,3,25,30,27,6,No
469,KIA Forte5,1.6,4,Man-6,2WD,Gasoline,large car,3,23,29,25,5,No
470,KIA Forte5,2.0,4,SemiAuto-6,2WD,Gasoline,large car,3,25,34,28,6,No
471,KIA Optima,1.6,4,AutoMan-7,2WD,Gasoline,large car,3,28,37,31,7,Yes
472,KIA Optima,2.0,4,SemiAuto-6,2WD,Gasoline,large car,3,22,31,25,5,No
473,KIA Optima,2.4,4,SemiAuto-6,2WD,Gasoline,large car,7,24,34,28,6,No
474,KIA Optima,2.4,4,SemiAuto-6,2WD,Gasoline,large car,5,24,34,28,6,No
475,KIA Optima FE,2.4,4,SemiAuto-6,2WD,Gasoline,large car,7,25,36,29,6,No
476,KIA Optima FE,2.4,4,SemiAuto-6,2WD,Gasoline,large car,5,25,36,29,6,No
477,KIA Rio,1.6,4,Man-6,2WD,Gasoline,small car,3,29,37,32,7,Yes
478,KIA Rio,1.6,4,SemiAuto-6,2WD,Gasoline,small car,3,28,37,32,7,Yes
479,KIA Sedona,3.3,6,SemiAuto-6,2WD,Gasoline,minivan,3,18,24,20,4,No
480,KIA Sedona SX,3.3,6,SemiAuto-6,2WD,Gasoline,minivan,3,18,25,21,4,No
481,KIA Sedona SXL,3.3,6,SemiAuto-6,2WD,Gasoline,minivan,3,17,22,19,3,No
482,KIA Sorento,2.0,4,SemiAuto-6,2WD,Gasoline,small SUV,3,20,27,23,5,No
483,KIA Sorento,2.0,4,SemiAuto-6,4WD,Gasoline,small SUV,3,19,25,22,4,No
484,KIA Sorento,2.4,4,SemiAuto-6,2WD,Gasoline,small SUV,5,21,28,24,5,No
485,KIA Sorento,2.4,4,SemiAuto-6,4WD,Gasoline,small SUV,5,21,25,22,4,No
486,KIA Sorento,3.3,6,SemiAuto-6,2WD,Gasoline,small SUV,3,18,25,20,4,No
487,KIA Sorento,3.3,6,SemiAuto-6,4WD,Gasoline,small SUV,3,17,23,19,3,No
488,KIA Sorento FE,3.3,6,SemiAuto-6,4WD,Gasoline,small SUV,3,18,25,21,4,No
489,KIA Soul,1.6,4,AutoMan-7,2WD,Gasoline,station wagon,3,26,31,28,6,No
490,KIA Soul,1.6,4,Man-6,2WD,Gasoline,station wagon,3,24,30,27,6,No
491,KIA Soul,1.6,4,SemiAuto-6,2WD,Gasoline,station wagon,3,25,30,27,6,No
492,KIA Soul,2.0,4,SemiAuto-6,2WD,Gasoline,station wagon,7,25,30,27,6,No
493,KIA Soul,2.0,4,SemiAuto-6,2WD,Gasoline,station wagon,5,25,30,27,6,No
494,KIA Sportage,2.0,4,SemiAuto-6,2WD,Gasoline,small SUV,3,21,26,23,5,No
495,KIA Sportage,2.0,4,SemiAuto-6,4WD,Gasoline,small SUV,3,20,23,21,4,No
496,KIA Sportage,2.4,4,SemiAuto-6,2WD,Gasoline,small SUV,7,22,29,25,5,No
497,KIA Sportage,2.4,4,SemiAuto-6,2WD,Gasoline,small SUV,5,22,29,25,5,No
498,KIA Sportage,2.4,4,SemiAuto-6,4WD,Gasoline,small SUV,7,21,25,23,5,No
499,KIA Sportage,2.4,4,SemiAuto-6,4WD,Gasoline,small SUV,5,21,25,23,5,No
500,KIA Sportage FE,2.4,4,SemiAuto-6,2WD,Gasoline,small SUV,7,23,30,26,5,No
501,KIA Sportage FE,2.4,4,SemiAuto-6,2WD,Gasoline,small SUV,5,23,30,26,5,No
502,KIA Sportage FE,2.4,4,SemiAuto-6,4WD,Gasoline,small SUV,7,21,25,22,4,No
503,KIA Sportage FE,2.4,4,SemiAuto-6,4WD,Gasoline,small SUV,5,21,25,22,4,No
504,LAMBORGHINI Aventador Coupe,6.5,12,AMS-7,4WD,Gasoline,small car,1,10,17,12,1,No
505,LAMBORGHINI Aventador Roadster,6.5,12,AMS-7,4WD,Gasoline,small car,1,10,16,12,1,No
506,LAMBORGHINI Aventador S Coupe,6.5,12,AMS-7,4WD,Gasoline,small car,1,10,17,12,1,No
507,LAMBORGHINI Aventador S Roadster,6.5,12,AMS-7,4WD,Gasoline,small car,1,10,16,12,1,No
508,LAND ROVER Range Rover Velar,2.0,4,SemiAuto-8,4WD,Diesel,small SUV,1,26,30,28,5,No
509,LAND ROVER Range Rover Velar,2.0,4,SemiAuto-8,4WD,Gasoline,small SUV,7,21,27,23,5,No
510,LAND ROVER Range Rover Velar,3.0,6,SemiAuto-8,4WD,Gasoline,small SUV,7,18,24,20,4,No
511,LEXUS GX 460,4.6,8,SemiAuto-6,4WD,Gasoline,standard SUV,3,15,18,16,2,No
512,LEXUS LC 500,5.0,8,SemiAuto-10,2WD,Gasoline,small car,5,16,26,19,3,No
513,LEXUS LC 500h,3.5,6,SCV-10,2WD,Gasoline,small car,7,26,35,30,7,Yes
514,LEXUS LX 570,5.7,8,SemiAuto-8,4WD,Gasoline,standard SUV,3,13,18,15,2,No
515,LINCOLN Continental,2.7,6,SemiAuto-6,2WD,Gasoline,large car,5,18,27,21,4,No
516,LINCOLN Continental,2.7,6,SemiAuto-6,4WD,Gasoline,large car,5,17,25,20,4,No
517,LINCOLN Continental,3.0,6,SemiAuto-6,4WD,Gasoline,large car,5,16,24,19,3,No
518,LINCOLN Continental,3.7,6,SemiAuto-6,2WD,Gasoline,large car,3,17,26,20,4,No
519,LINCOLN Continental,3.7,6,SemiAuto-6,4WD,Gasoline,large car,3,16,24,19,3,No
520,LINCOLN MKT,3.5,6,SemiAuto-6,4WD,Gasoline,standard SUV,3,15,21,17,3,No
521,LINCOLN MKT,3.7,6,SemiAuto-6,2WD,Gasoline,standard SUV,3,16,24,19,3,No
522,LINCOLN MKT Livery,3.7,6,Auto-6,4WD,Gasoline,special purpose,3,16,23,18,3,No
